No.,NT_Name {properties.title},ID,DCMSList,Strapline,Y {latitude},X {longitude},Lines,Town,County,Country,Postcode,Region,Phone,Email,Website {properties.url},"{$.@id=""https://w3id.org/locolligo/National-Trust-Sites""}"
593,Stourhead,317,1,Palladian house and world-famous landscape garden,51.108601,-2.31469,--,near Mere,Wiltshire,England,BA12 6QD,South West,4.41748E+11,stourhead@nationaltrust.org.uk,https://www.nationaltrust.org.uk/stourhead,
594,Northey Island,5330,0,The closest you'll get to true wilderness in Essex,51.718012,0.702822,--,Maldon,Essex,England,CM9 6PP,East of England,--,northeyisland@nationaltrust.org.uk,https://www.nationaltrust.org.uk/northey-island,
595,White Horse Hill,5147,0,"Ancient rolling downland, home to an enigmatic chalk hill figure",51.577465,-1.567032,--,Uffington,Oxfordshire,England,SN7 7UK,London and South East,4.41794E+11,whitehorsehill@nationaltrust.org.uk,https://www.nationaltrust.org.uk/white-horse-hill,
596,Lodge Park and Sherborne Park Estate,212,1,"England's only surviving 17th-century grandstand, within a tranquil Cotswold estate full of diverse wildlife",51.8069,-1.79225,Sherborne Park Estate; Aldsworth,near Cheltenham,Gloucestershire,England,GL54 3DT,South West,4.41452E+11,Cotswolds@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lodge-park-and-sherborne-park-estate,
597,Abinger Roughs and Netley Park,6120,0,"Hidden woods with ancient trees and flower-sprinkled grasslands, just off the North Downs and Pilgrims Ways",51.22138228,-0.43698789,NT Car park on White Downs Lane,Abinger Hammer,Surrey,England,RH5 6QS (nearest postcode),London and South East,--,--,https://www.nationaltrust.org.uk/abinger-roughs-and-netley-park,
598,Chirk Castle,76,1,Magnificent medieval fortress of the Welsh Marches,52.935902,-3.08353,--,Chirk,Wrexham,Wales,LL14 5AF,Wales,4.41692E+11,chirkcastle@nationaltrust.org.uk,https://www.nationaltrust.org.uk/chirk-castle,
599,Glenoe,6114,0,A beautiful waterfall nestling in the glens of Antrim,54.799617,-5.832079,Waterfall Road,Gleno,County Antrim,Northern Ireland,BT40 3LE,Northern Ireland,4.42891E+11,minnowburn@nationaltrust.org.uk,https://www.nationaltrust.org.uk/glenoe,
600,South Milton Sands,794,0,"A long sweep of golden sand and rock pools, with crystal clear waters and iconic rock archway",50.259597,-3.857038,Thurlestone,near Kingsbridge,Devon,England,TQ7 3JY,South West,4.41752E+11,southmiltonsands@nationaltrust.org.uk,https://www.nationaltrust.org.uk/south-milton-sands,
601,Minchinhampton and Rodborough Commons,5107,0,Rolling hills and open spaces above the Stroud Valleys and Severn estuary,51.707547,-2.211243,near Stroud; Gloucestershire,--,Gloucestershire,England,--,South West,4.41453E+11,cotswolds@nationaltrust.org.uk,https://www.nationaltrust.org.uk/minchinhampton-and-rodborough-commons,
602,Erddig,124,1,"Explore a much-loved home, garden and estate filled with the stories of a family and their servants.",53.027302,-3.00296,--,--,Wrexham,Wales,LL13 0YT,Wales,4.41978E+11,erddig@nationaltrust.org.uk,https://www.nationaltrust.org.uk/erddig,
603,Finch Foundry,130,1,The last working water-powered forge in England,50.730202,-3.92589,Sticklepath,Okehampton,Devon,England,EX20 2NW,South West,4.41838E+11,finchfoundry@nationaltrust.org.uk,https://www.nationaltrust.org.uk/finch-foundry,
604,The Beatles' Childhood Homes,2504,1,"A combined tour of 'Mendips' and 20 Forthlin Road, Liverpool",53.376751,-2.880458,--,Woolton and Allerton,Liverpool,England,--,North West,4.43442E+11,thebeatleshomes@nationaltrust.org.uk,https://www.nationaltrust.org.uk/beatles-childhood-homes,
605,Kynance Cove,6226,0,"A tidal beach for the adventurous, famous for its white sand, turquoise sea and rock stacks. Very busy in the summer holidays. ",49.97421,-5.2251121,Kynance Cove; The Lizard,Nr. Helston,Cornwall,England,TR12 7PJ,South West,4.41326E+11,kynancecove@nationaltrust.org.uk,https://www.nationaltrust.org.uk/kynance-cove,
606,Brownstone and Coleton Camp,5203,0,Rugged and captivating stretch of coast,50.338755,-3.547343,--,--,Devon,England,--,South West,4.41804E+11,coletoncamp@nationaltrust.org.uk,https://www.nationaltrust.org.uk/brownstone-and-coleton-camp,
607,Eskdale and Duddon Valley,6187,0,Valleys of many delights,54.353694,-3.190045,--,--,Cumbria,England,--,North West,4.41947E+11,eskdaleandduddon@nationaltrust.org.uk,https://www.nationaltrust.org.uk/eskdale-and-duddon-valley,
608,Borrowdale and Derwent Water,38,0,Spectacular and varied lakeland landscape around Derwent Water,54.523286,-3.148592,--,near Keswick,Cumbria,England,--,North West,4.41769E+11,borrowdale@nationaltrust.org.uk,https://www.nationaltrust.org.uk/borrowdale-and-derwent-water,
609,Porthdinllaen,5201,0,An old fishing village perched on the end of a thin ribbon of land stretching into the Irish Sea,52.942939,-4.567633,Morfa Nefyn,--,Gwynedd,Wales,LL53 6DA,Wales,4.41759E+11,llyn@nationaltrust.org.uk,https://www.nationaltrust.org.uk/porthdinllaen,
610,Lantic Bay,6222,0,"Large shingly beach on a beautiful bay, great spot for paddling and picnicking, well worth the climb back up.",50.333005,-4.6013886,near Polruan,--,Cornwall,England,PL23 1NP,South West,4.41727E+11,lanticbay@nationaltrust.org.uk,https://www.nationaltrust.org.uk/lantic-bay,
611,Clevedon Court,84,1,Outstanding 14th-century manor house and 18th-century terraced garden,51.439657,-2.831597,Tickenham Road,Clevedon,North Somerset,England,BS21 6QU,South West,4.41276E+11,clevedoncourt@nationaltrust.org.uk,https://www.nationaltrust.org.uk/clevedon-court,
612,Chedworth Roman Villa,74,1,Cradled in a beautiful Cotswold valley rest the remains of one of the grandest Roman villas in Britain,51.819401,-1.92295,Yanworth,near Cheltenham,Gloucestershire,England,GL54 3LJ,South West,4.41243E+11,chedworth@nationaltrust.org.uk,https://www.nationaltrust.org.uk/chedworth-roman-villa,
613,Islandmagee,5029,0,A haven on the east coast of County Antrim,54.847016,-5.7272294,Portmuck Road,Islandmagee,County Antrim,Northern Ireland,BT40 3TP,Northern Ireland,4.42891E+11,belfast@nationaltrust.org.uk,https://www.nationaltrust.org.uk/islandmagee,
614,Gawthorpe Hall,138,1,An Elizabethan gem in the heart of industrial Lancashire ,53.803799,-2.29093,Burnley Road; Padiham,near Burnley,Lancashire,England,BB12 8UA,North West,4.41283E+11,gawthorpehall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/gawthorpe-hall,
615,Skenfrith Castle,301,1,Remains of an early 13th-century fortress,51.8778,-2.78942,Skenfrith,near Abergavenny,Monmouthshire,Wales,NP7 8UH,Wales,4.41875E+11,skenfrithcastle@nationaltrust.org.uk,https://www.nationaltrust.org.uk/skenfrith-castle,
616,Moseley Old Hall,231,1,An atmospheric Elizabethan farmhouse that saved a King,52.635101,-2.10463,Moseley Old Hall Lane; Fordhouses,Wolverhampton,Staffordshire,England,WV10 7HY,Midlands,4.41903E+11,moseleyoldhall@nationaltrust.org.uk,https://www.nationaltrust.org.uk/moseley-old-hall,
617,Eggardon Hill,5015,0,Iron Age hill fort and downland with views across the Marshwood Vale to the coast,50.748316,-2.644877,Nr Askerwell,Bridport,Dorset,England,--,South West,4.41297E+11,westdorset@nationaltrust.org.uk,https://www.nationaltrust.org.uk/eggardon-hill,
618,Parke,5116,0,A peaceful retreat set within the beautiful Devon countryside,50.594858,-3.689714,--,near Bovey Tracey,Devon,England,TQ13 9JQ,South West,4.41627E+11,parke@nationaltrust.org.uk,https://www.nationaltrust.org.uk/parke,
619,Craflwyn and Beddgelert,6015,0,Unwind amongst the wooded foothills of Snowdon,53.019931,-4.088592,--,near Beddgelert,Gwynedd,Wales,LL55 4NG,Wales,4.41767E+11,eryri@nationaltrust.org.uk,https://www.nationaltrust.org.uk/craflwyn-and-beddgelert,
620,White Barrow,6112,0,Well preserved Neolithic long barrow,51.220798,-1.9543,--,Tilshead,Wiltshire,England,SP3 4RX,South West,4.41673E+11,wiltshire.countryside@nationaltrust.org.uk,https://www.nationaltrust.org.uk/white-barrow,
621,Dover's Hill,5095,0,"A natural amphitheatre on a spur of the Cotswolds, with views over the Vale of Evesham",52.053722,-1.803076,Chipping Campden,--,Gloucestershire,England,--,South West,4.41452E+11,Cotswolds@nationaltrust.org.uk,https://www.nationaltrust.org.uk/dovers-hill,
